cluster_id	protein_count	taxon_count	GO_domain_ids	GO_domain_description	IPR_domain_ids	IPR_domain_description	Pfam_domain_ids	Pfam_domain_description
OG0006685	20	20	None	None	IPR002347	Family Short-chain dehydrogenase/reductase SDR	PF00106;PF13561	short chain dehydrogenase;Enoyl-(Acyl carrier protein) reductase
OG0006686	20	20	None	None	None	None	None	None
OG0006687	20	20	None	None	IPR010856	Family Gig2-like	PF07350	Gig2-like
OG0006688	20	20	GO:0016846	carbon-sulfur lyase activity 	IPR006913	Domain CENP-V/GFA domain	PF04828	Glutathione-dependent formaldehyde-activating enzyme
OG0006689	20	20	None	None	None	None	None	None
OG0006690	20	20	GO:0016020	membrane 	IPR007248	Family Mpv17/PMP22	PF04117	Mpv17 / PMP22 family 
OG0006692	20	20	None	None	IPR013108	Domain Amidohydrolase 3	PF07969	Amidohydrolase family
OG0006695	20	20	None	None	None	None	PF02458	Transferase family
OG0006696	20	20	None	None	IPR019371	Domain KxDL domain	PF10241	Uncharacterized conserved protein
OG0006697	20	20	None	None	IPR019405	Family Lactonase, 7-bladed beta propeller	PF10282	Lactonase, 7-bladed beta-propeller
OG0006700	20	20	GO:0006812;GO:0015297;GO:0016020;GO:0055085;GO:1902600	monoatomic cation transport ;antiporter activity ;membrane ;transmembrane transport ;proton transmembrane transport 	IPR006153	Domain Cation/H+ exchanger	PF00999	Sodium/hydrogen exchanger family
OG0006701	20	20	None	None	None	None	None	None
OG0006702	20	20	GO:0005975	carbohydrate metabolic process 	IPR001223	Domain Glycoside hydrolase family 18, catalytic domain	PF00704	Glycosyl hydrolases family 18
OG0006704	20	20	None	None	None	None	None	None
OG0006705	20	20	None	None	IPR028012	Domain Transcription regulator Rua1, C-terminal	PF14616	Transcription regulator Rua1, C-terminal
OG0006707	20	20	None	None	IPR000560	Family Histidine phosphatase superfamily, clade-2	PF00328	Histidine phosphatase superfamily (branch 2)
OG0006708	20	20	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 	IPR001138;IPR021858	Domain Zn(2)Cys(6) fungal-type DNA-binding domain;Family Fungal transcription factor	PF00172;PF11951	Fungal Zn(2)-Cys(6) binuclear cluster domain;Fungal specific transcription factor domain
OG0006709	20	20	None	None	None	None	None	None
OG0006714	20	20	GO:0003677;GO:0006351;GO:0008270	DNA binding ;DNA-templated transcription ;zinc ion binding 	IPR007219	Domain Transcription factor domain, fungi	PF04082	Fungal specific transcription factor domain 
OG0006715	20	20	None	None	IPR026841	Domain Inositolphosphotransferase Aur1/Ipt1	PF14378	PAP2 superfamily
OG0006720	20	20	None	None	None	None	None	None
OG0006723	20	20	GO:0004497;GO:0005506;GO:0016705;GO:0020037	monooxygenase activity ;iron ion binding ;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ;heme binding 	IPR001128	Family Cytochrome P450	PF00067	Cytochrome P450
OG0006725	20	20	None	None	None	None	PF13489	Methyltransferase domain
OG0006726	20	20	None	None	None	None	PF19086	Terpene synthase family 2, C-terminal metal binding
OG0006727	20	20	GO:0004497;GO:0005506;GO:0016705;GO:0020037	monooxygenase activity ;iron ion binding ;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ;heme binding 	IPR001128	Family Cytochrome P450	PF00067	Cytochrome P450
OG0006728	20	20	None	None	None	None	None	None
OG0006732	20	20	None	None	IPR025676	Domain Clr5 domain	PF14420	Clr5 domain
OG0006735	20	20	GO:0008270;GO:0003677;GO:0006351;GO:0000981;GO:0006355	zinc ion binding ;DNA binding ;DNA-templated transcription ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0006736	20	20	GO:0008483;GO:0030170	transaminase activity ;pyridoxal phosphate binding 	IPR005814	Family Aminotransferase class-III	PF00202	Aminotransferase class-III
OG0006738	20	20	None	None	IPR012312	Domain Hemerythrin-like	PF01814	Hemerythrin HHE cation binding domain
OG0006739	20	20	GO:0008270;GO:0000981;GO:0006355;GO:0003677;GO:0006351	zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;DNA binding ;DNA-templated transcription 	IPR001138;IPR007219	Domain Zn(2)Cys(6) fungal-type DNA-binding domain;Domain Transcription factor domain, fungi	PF00172;PF04082	Fungal Zn(2)-Cys(6) binuclear cluster domain;Fungal specific transcription factor domain 
OG0006740	20	20	None	None	None	None	None	None
OG0006743	20	20	None	None	None	None	None	None
OG0006744	20	20	None	None	None	None	None	None
OG0006745	20	20	GO:0004601;GO:0006979;GO:0020037	peroxidase activity ;response to oxidative stress ;heme binding 	IPR002016	Domain Haem peroxidase	PF00141	Peroxidase
OG0006746	20	20	GO:0016787	hydrolase activity 	IPR013094	Domain Alpha/beta hydrolase fold-3	PF07859	alpha/beta hydrolase fold
OG0006747	20	20	None	None	IPR000873;IPR025110	Domain AMP-dependent synthetase/ligase domain;Domain AMP-binding enzyme, C-terminal domain	PF00501;PF13193	AMP-binding enzyme;AMP-binding enzyme C-terminal domain
OG0006749	20	20	None	None	None	None	None	None
OG0006751	20	20	None	None	IPR002018	Domain Carboxylesterase, type B	PF00135	Carboxylesterase family
OG0006752	20	20	None	None	None	None	None	None
OG0006754	20	20	None	None	None	None	None	None
OG0006756	20	20	None	None	None	None	None	None
OG0006757	20	20	None	None	None	None	None	None
OG0006758	20	20	None	None	None	None	None	None
