cluster_id	protein_count	taxon_count	GO_domain_ids	GO_domain_description	IPR_domain_ids	IPR_domain_description	Pfam_domain_ids	Pfam_domain_description
OG0003903	23	23	None	None	None	None	PF04615	Utp14 protein
OG0003904	23	23	GO:0016020;GO:0055085	membrane ;transmembrane transport 	IPR004837	Domain Sodium/calcium exchanger membrane region	PF01699	Sodium/calcium exchanger protein
OG0003905	23	23	None	None	IPR040451;IPR040720	Domain Glycosyl hydrolase family 81, N-terminal;Domain Glycosyl hydrolase family 81, C-terminal domain	PF03639;PF17652	Glycosyl hydrolase family 81 N-terminal domain;Glycosyl hydrolase family 81 C-terminal domain
OG0003906	23	23	None	None	IPR001623	Domain DnaJ domain	PF00226	DnaJ domain
OG0003907	23	23	None	None	None	None	None	None
OG0003908	23	23	None	None	None	None	None	None
OG0003909	23	23	GO:0071949	FAD binding 	IPR002938;IPR012941	Domain FAD-binding domain;Domain Phenol hydroxylase-like, C-terminal dimerisation domain	PF01494;PF07976	FAD binding domain;Phenol hydroxylase, C-terminal dimerisation domain 
OG0003910	23	23	GO:0004421;GO:0006084;GO:0010142	hydroxymethylglutaryl-CoA synthase activity ;acetyl-CoA metabolic process ;farnesyl diphosphate biosynthetic process, mevalonate pathway 	IPR013746;IPR013528	Domain Hydroxymethylglutaryl-coenzyme A synthase, C-terminal domain;Domain Hydroxymethylglutaryl-coenzyme A synthase, N-terminal	PF08540;PF01154	Hydroxymethylglutaryl-coenzyme A synthase C terminal;Hydroxymethylglutaryl-coenzyme A synthase N terminal
OG0003911	23	23	GO:0035091	phosphatidylinositol binding 	IPR016137;IPR003114;IPR001683;IPR013937	Domain RGS domain;Domain Phox-associated domain;Domain Phox homology;Domain Sorting nexin, C-terminal	PF00615;PF02194;PF00787;PF08628	Regulator of G protein signaling domain;PXA domain;PX domain;Sorting nexin C terminal
OG0003912	23	23	GO:0003723	RNA binding 	IPR000504	Domain RNA recognition motif domain	PF00076	RNA recognition motif
OG0003913	23	23	None	None	IPR047260	Domain ERCC1-like, central domain	PF03834	Binding domain of DNA repair protein Ercc1 (rad10/Swi10)
OG0003914	23	23	None	None	None	None	None	None
OG0003915	23	23	GO:0005484;GO:0006890	SNAP receptor activity ;retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum 	IPR005606	Family Sec20	PF03908	Sec20
OG0003916	23	23	None	None	IPR019716	Family Large ribosomal subunit protein mL53	PF10780	39S ribosomal protein L53/MRP-L53
OG0003917	23	23	GO:0000287;GO:0004427;GO:0005737;GO:0006796	magnesium ion binding ;inorganic diphosphate phosphatase activity ;cytoplasm ;phosphate-containing compound metabolic process 	IPR008162	Family Inorganic pyrophosphatase	PF00719	Inorganic pyrophosphatase
OG0003918	23	23	GO:0016616;GO:0051287	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor ;NAD binding 	IPR006139;IPR006140	Domain D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain;Domain D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	PF00389;PF02826	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain;D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
OG0003919	23	23	None	None	IPR013099	Domain Potassium channel domain	PF07885	Ion channel
OG0003920	23	23	None	None	None	None	None	None
OG0003921	23	23	None	None	IPR007318	Family Phospholipid methyltransferase	PF04191	Phospholipid methyltransferase 
OG0003922	23	23	GO:0016020;GO:0030001;GO:0046873	membrane ;metal ion transport ;metal ion transmembrane transporter activity 	IPR001046	Family NRAMP family	PF01566	Natural resistance-associated macrophage protein-like
OG0003923	23	23	GO:0003676	nucleic acid binding 	IPR032472;IPR014811;IPR003165	Domain Argonaute linker 2 domain;Domain Argonaute, linker 1 domain;Domain Piwi domain	PF16488;PF08699;PF02171	Argonaute linker 2 domain ;Argonaute linker 1 domain;Piwi domain
OG0003924	23	23	None	None	None	None	None	None
OG0003925	23	23	None	None	None	None	None	None
OG0003926	23	23	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0003927	23	23	None	None	IPR023184	Domain Ubiquinol-cytochrome C reductase hinge domain	PF02320	Ubiquinol-cytochrome C reductase hinge protein
OG0003928	23	23	None	None	None	None	None	None
OG0003929	23	23	GO:0003779;GO:0030036;GO:0031267	actin binding ;actin cytoskeleton organization ;small GTPase binding 	IPR010473	Domain Formin, GTPase-binding domain	PF06371	Diaphanous GTPase-binding Domain
OG0003930	23	23	None	None	IPR009737	Family Thioredoxin-like ferredoxin	PF06999	Sucrase/ferredoxin-like
OG0003931	23	23	None	None	None	None	None	None
OG0003932	23	23	GO:0008270	zinc ion binding 	IPR011422;IPR001607;IPR001841	Domain BRCA1-associated 2/ETP1, RRM;Domain Zinc finger, UBP-type;Domain Zinc finger, RING-type	PF07576;PF02148;PF13639	BRCA1-associated protein 2;Zn-finger in ubiquitin-hydrolases and other protein;Ring finger domain
OG0003933	23	23	None	None	None	None	None	None
OG0003934	23	23	None	None	None	None	None	None
OG0003935	23	23	None	None	IPR019004	Family Uncharacterised protein YqeY/Aim41	PF09424	Yqey-like protein
OG0003936	23	23	None	None	IPR000403	Domain Phosphatidylinositol 3-/4-kinase, catalytic domain	PF00454	Phosphatidylinositol 3- and 4-kinase
OG0003937	23	23	GO:0043015	gamma-tubulin binding 	IPR040457;IPR041470	Domain Gamma tubulin complex component, C-terminal;Domain Gamma tubulin complex component protein, N-terminal	PF04130;PF17681	Gamma tubulin complex component C-terminal;Gamma tubulin complex component N-terminal
OG0003938	23	23	GO:0005839;GO:0006511;GO:0019773;GO:0051603	proteasome core complex ;ubiquitin-dependent protein catabolic process ;proteasome core complex, alpha-subunit complex ;proteolysis involved in protein catabolic process 	IPR001353;IPR000426	Family Proteasome, subunit alpha/beta;Domain Proteasome alpha-subunit, N-terminal domain	PF00227;PF10584	Proteasome subunit;Proteasome subunit A N-terminal signature
OG0003939	23	23	GO:0008168	methyltransferase activity 	IPR007823	Family Ribosomal RNA processing protein 8	PF05148	Hypothetical methyltransferase
OG0003940	23	23	GO:0004190;GO:0005515;GO:0006508	aspartic-type endopeptidase activity ;protein binding ;proteolysis 	IPR000626;IPR019103;IPR015940	Domain Ubiquitin-like domain;Domain Aspartic peptidase, DDI1-type;Domain Ubiquitin-associated domain	PF00240;PF09668;PF00627	Ubiquitin family;Aspartyl protease;UBA/TS-N domain
OG0003941	23	23	None	None	None	None	None	None
OG0003942	23	23	GO:0005507;GO:0016491	copper ion binding ;oxidoreductase activity 	IPR001117;IPR011706;IPR011707	Domain Multicopper oxidase, second cupredoxin domain;Domain Multicopper oxidase, C-terminal;Domain Multicopper oxidase-like, N-terminal	PF00394;PF07731;PF07732	Multicopper oxidase;Multicopper oxidase;Multicopper oxidase
OG0003943	23	23	GO:0005381;GO:0016020;GO:0033573;GO:0034755	iron ion transmembrane transporter activity ;membrane ;high-affinity iron permease complex ;iron ion transmembrane transport 	IPR004923	Family Iron permease FTR1/Fip1/EfeU	PF03239	Iron permease FTR1 family
OG0003944	23	23	None	None	IPR005198	Family Glycoside hydrolase, family 76	PF03663	Glycosyl hydrolase family 76 
OG0003945	23	23	GO:0003824;GO:0030151;GO:0030170	catalytic activity ;molybdenum ion binding ;pyridoxal phosphate binding 	IPR005303;IPR005302	Domain Molybdenum cofactor sulfurase, middle domain;Domain Molybdenum cofactor sulfurase, C-terminal	PF03476;PF03473	MOSC N-terminal beta barrel domain;MOSC domain
OG0003946	23	23	GO:0016627;GO:0050660	oxidoreductase activity, acting on the CH-CH group of donors ;flavin adenine dinucleotide binding 	IPR006091;IPR009075;IPR013786	Domain Acyl-CoA oxidase/dehydrogenase, middle domain;Domain Acyl-CoA dehydrogenase/oxidase, C-terminal;Domain Acyl-CoA dehydrogenase/oxidase, N-terminal	PF02770;PF00441;PF02771	Acyl-CoA dehydrogenase, middle domain;Acyl-CoA dehydrogenase, C-terminal domain;Acyl-CoA dehydrogenase, N-terminal domain
OG0003947	23	23	None	None	IPR000608	Domain Ubiquitin-conjugating enzyme E2	PF00179	Ubiquitin-conjugating enzyme
OG0003948	23	23	GO:0016491	oxidoreductase activity 	IPR013121;IPR013130;IPR013112	Domain Ferric reductase, NAD binding domain;Domain Ferric reductase transmembrane component-like domain;Domain FAD-binding 8	PF08030;PF01794;PF08022	Ferric reductase NAD binding domain;Ferric reductase like transmembrane component;FAD-binding domain
OG0003949	23	23	None	None	IPR018108	Repeat Mitochondrial substrate/solute carrier	PF00153	Mitochondrial carrier protein
OG0003950	23	23	GO:0005515	protein binding 	IPR001680	Repeat WD40 repeat	PF00400	WD domain, G-beta repeat
OG0003951	23	23	GO:0001682;GO:0003723;GO:0006396;GO:0030677	tRNA 5'-leader removal ;RNA binding ;RNA processing ;ribonuclease P complex 	IPR002730	Family Ribonuclease P protein subunit Rpp29/RNP1	PF01868	Ribonuclease P/MRP, subunit p29
OG0003952	23	23	GO:0016746	acyltransferase activity 	IPR045520;IPR002123	Domain GPAT/DHAPAT, C-terminal domain;Domain Phospholipid/glycerol acyltransferase	PF19277;PF01553	Glycerol-3-phosphate acyltransferase C-terminal region;Acyltransferase
OG0003953	23	23	GO:0004592;GO:0015940	pantoate-beta-alanine ligase activity ;pantothenate biosynthetic process 	IPR003721	Family Pantoate-beta-alanine ligase	PF02569	Pantoate-beta-alanine ligase
OG0003954	23	12	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0003955	23	23	GO:0005515	protein binding 	IPR002110;IPR018004	Repeat Ankyrin repeat;Domain KilA/APSES-type HTH, DNA-binding	PF04383;PF13637;PF00023	KilA-N domain;Ankyrin repeats (many copies);Ankyrin repeat
OG0003956	23	23	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR002293	Family Amino acid/polyamine transporter I	PF13520	Amino acid permease
OG0003957	23	23	None	None	IPR041178	Domain RPA43, OB domain	PF17875	RPA43 OB domain in RNA Pol I
OG0003958	23	23	None	None	IPR008030	Domain NmrA-like domain	PF05368	NmrA-like family
OG0003959	23	23	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0003960	23	23	GO:0006807;GO:0036361	N/A;racemase activity, acting on amino acids and derivatives 	IPR015942	Family Asp/Glu/hydantoin racemase	PF01177	Asp/Glu/Hydantoin racemase
OG0003961	23	23	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 	IPR000719	Domain Protein kinase domain	PF00069	Protein kinase domain
OG0003962	23	23	None	None	IPR004000	Family Actin family	PF00022	Actin
OG0003963	23	23	GO:0000413;GO:0003723;GO:0003755	protein peptidyl-prolyl isomerization ;RNA binding ;peptidyl-prolyl cis-trans isomerase activity 	IPR002130;IPR000504	Domain Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain;Domain RNA recognition motif domain	PF00160;PF00076	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD;RNA recognition motif
OG0003964	23	23	GO:0004476;GO:0008270	mannose-6-phosphate isomerase activity ;zinc ion binding 	IPR046457;IPR046458;IPR046456	Domain Phosphomannose isomerase type I, catalytic domain;Domain Phosphomannose isomerase type I, helical insertion domain;Domain Phosphomannose isomerase type I, C-terminal domain	PF20511;PF20512;PF01238	Phosphomannose isomerase type I, catalytic domain;Phosphomannose isomerase type I, helical insertion domain;Phosphomannose isomerase type I C-terminal
OG0003965	23	23	GO:0003735;GO:0005840;GO:0006412	structural constituent of ribosome ;ribosome ;translation 	IPR001976	Family Small ribosomal subunit protein eS24	PF01282	Ribosomal protein S24e
OG0003966	23	23	None	None	None	None	None	None
OG0003967	23	23	None	None	IPR032677	Domain GTP cyclohydrolase II	PF00925	GTP cyclohydrolase II
OG0003968	23	23	GO:0005515;GO:0005730;GO:0006364	protein binding ;nucleolus ;rRNA processing 	IPR001680;IPR018983	Repeat WD40 repeat;Domain U3 small nucleolar RNA-associated protein 15, C-terminal	PF00400;PF09384	WD domain, G-beta repeat;UTP15 C terminal
OG0003969	23	23	None	None	None	None	None	None
OG0003970	23	23	None	None	IPR001737	Family Ribosomal RNA adenine methyltransferase KsgA/Erm	PF00398	Ribosomal RNA adenine dimethylase
OG0003971	23	23	None	None	None	None	None	None
OG0003972	23	23	None	None	IPR006716	Family ERG2/sigma1 receptor-like	PF04622	ERG2 and Sigma1 receptor like protein
OG0003973	23	23	GO:0006812;GO:0008324;GO:0016020;GO:0055085	monoatomic cation transport ;monoatomic cation transmembrane transporter activity ;membrane ;transmembrane transport 	IPR027470;IPR002524	Domain Cation efflux protein, cytoplasmic domain;Family Cation efflux protein	PF16916;PF01545	Dimerisation domain of Zinc Transporter;Cation efflux family
OG0003974	23	23	GO:0004674;GO:0005524;GO:0006468	protein serine/threonine kinase activity ;ATP binding ;protein phosphorylation 	IPR004166;IPR002035	Domain Alpha-type protein kinase, alpha-kinase domain;Domain von Willebrand factor, type A	PF02816;PF13519	Alpha-kinase family;von Willebrand factor type A domain
OG0003975	23	23	GO:0003676;GO:0008270	nucleic acid binding ;zinc ion binding 	IPR001878	Domain Zinc finger, CCHC-type	PF00098	Zinc knuckle
OG0003976	23	23	GO:0006281	DNA repair 	IPR013882	Domain DNA endonuclease activator Ctp1, C-terminal	PF08573	DNA endonuclease activator SAE2/CtIP C-terminus
OG0003977	23	23	GO:0004843;GO:0016579	cysteine-type deubiquitinase activity ;protein deubiquitination 	IPR001394	Domain Peptidase C19, ubiquitin carboxyl-terminal hydrolase	PF00443	Ubiquitin carboxyl-terminal hydrolase
OG0003978	23	23	None	None	None	None	None	None
OG0003979	23	23	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0003980	23	23	None	None	IPR013635	Family Protein Ice2	PF08426	ICE2
OG0003981	23	23	None	None	IPR002767	Domain Thiamine-binding protein	PF01910	Thiamine-binding protein
OG0003982	23	23	GO:0005509;GO:0005783;GO:0032469	calcium ion binding ;endoplasmic reticulum ;endoplasmic reticulum calcium ion homeostasis 	IPR012879	Family PAT complex subunit CCDC47	PF07946	PAT complex subunit CCDC47
OG0003983	23	23	None	None	None	None	PF12330	Haspin like kinase domain
OG0003984	23	23	None	None	IPR000073	Domain Alpha/beta hydrolase fold-1	PF00561	alpha/beta hydrolase fold
OG0003985	23	23	None	None	IPR032631;IPR032630	Domain P-type ATPase, N-terminal;Domain P-type ATPase, C-terminal	PF16209;PF16212;PF13246;PF00122	Phospholipid-translocating ATPase N-terminal;Phospholipid-translocating P-type ATPase C-terminal;Cation transport ATPase (P-type);E1-E2 ATPase
OG0003986	23	23	None	None	IPR024368	Family Extender of the chronological lifespan protein Ecl1/2/3	PF12855	ECL1/2/3 zinc binding proteins
OG0003987	23	23	None	None	IPR013260	Family mRNA splicing factor SYF2	PF08231	SYF2 splicing factor
OG0003988	23	23	None	None	None	None	None	None
OG0003989	23	23	GO:0006355	regulation of DNA-templated transcription 	IPR005033	Family YEATS	PF03366	YEATS family
OG0003990	23	23	GO:0004222;GO:0006508	metalloendopeptidase activity ;proteolysis 	IPR001915	Domain Peptidase M48	PF01435	Peptidase family M48
OG0003991	23	23	None	None	None	None	None	None
OG0003992	23	23	GO:0003735;GO:0005840;GO:0006412;GO:0008097	structural constituent of ribosome ;ribosome ;translation ;5S rRNA binding 	IPR025607;IPR005485	Domain Large ribosomal subunit protein uL18, C-terminal, eukaryotes;Family Large ribosomal subunit protein uL18 eukaryotic/archaeal	PF14204;PF17144	Ribosomal L18 C-terminal region;Ribosomal large subunit proteins 60S L5, and 50S L18
OG0003993	23	23	None	None	None	None	None	None
OG0003994	23	23	GO:0003700;GO:0006355	DNA-binding transcription factor activity ;regulation of DNA-templated transcription 	IPR004827	Domain Basic-leucine zipper domain	PF00170	bZIP transcription factor
OG0003995	23	23	GO:0003676;GO:0004519;GO:0006308	nucleic acid binding ;endonuclease activity ;DNA catabolic process 	IPR003154	Family S1/P1 nuclease	PF02265	S1/P1 Nuclease
OG0003996	23	23	None	None	IPR006603	Repeat PQ-loop repeat	PF04193	PQ loop repeat 
OG0003997	23	23	None	None	IPR003829	Domain Pirin, N-terminal domain	PF02678	Pirin
OG0003998	23	23	GO:0005886	plasma membrane 	IPR009571	Family Membrane protein SUR7/Rim9-like, fungi	PF06687	SUR7/PalI family
OG0003999	23	23	GO:0005198;GO:0006886;GO:0016192;GO:0030117;GO:0030126	structural molecule activity ;intracellular protein transport ;vesicle-mediated transport ;membrane coat ;COPI vesicle coat 	IPR013040;IPR002553;IPR032154	Domain Coatomer, gamma subunit, appendage, Ig-like subdomain;Domain Clathrin/coatomer adaptor, adaptin-like, N-terminal;Domain Coatomer subunit gamma, C-terminal	PF08752;PF01602;PF16381	Coatomer gamma subunit appendage platform subdomain;Adaptin N terminal region;Coatomer subunit gamma-1 C-terminal appendage platform
OG0004000	23	23	None	None	IPR008532;IPR021846	Domain NFACT, RNA-binding domain;Domain NFACT protein, C-terminal	PF05833;PF05670;PF11923	NFACT N-terminal and middle domains;NFACT protein RNA binding domain;NFACT protein C-terminal domain
OG0004001	23	23	None	None	None	None	None	None
OG0004002	23	23	None	None	None	None	None	None
OG0004003	23	23	None	None	IPR007567	Domain Mid2 domain	PF04478	Mid2 like cell wall stress sensor
OG0004004	23	23	None	None	IPR012420	Family Cbp4	PF07960	CBP4
OG0004005	23	23	None	None	IPR002715	Domain Nascent polypeptide-associated complex NAC domain	PF01849	NAC domain
OG0004006	23	23	GO:0008654;GO:0016020;GO:0016780	phospholipid biosynthetic process ;membrane ;phosphotransferase activity, for other substituted phosphate groups 	IPR000462	Family CDP-alcohol phosphatidyltransferase	PF01066	CDP-alcohol phosphatidyltransferase
OG0004007	23	23	GO:0003700;GO:0006355	DNA-binding transcription factor activity ;regulation of DNA-templated transcription 	IPR004827;IPR013910	Domain Basic-leucine zipper domain;Domain Transcription factor PAP1	PF00170;PF08601	bZIP transcription factor;Transcription factor PAP1
OG0004008	23	23	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0004009	23	23	None	None	None	None	None	None
OG0004010	23	23	GO:0003824	catalytic activity 	IPR002500	Domain Phosphoadenosine phosphosulphate reductase	PF01507	Phosphoadenosine phosphosulfate reductase family
OG0004011	23	23	GO:0016020	membrane 	IPR000791	Family Acetate transporter GPR1/Ato2/SatP-like	PF01184	GPR1/FUN34/yaaH family
OG0004012	23	23	GO:0003723;GO:0003735;GO:0005840;GO:0006412	RNA binding ;structural constituent of ribosome ;ribosome ;translation 	IPR005324;IPR013810	Domain Small ribosomal subunit protein uS5, C-terminal;Domain Small ribosomal subunit protein uS5, N-terminal	PF03719;PF00333	Ribosomal protein S5, C-terminal domain;Ribosomal protein S5, N-terminal domain
OG0004013	23	23	GO:0000398;GO:0003723;GO:0005681	mRNA splicing, via spliceosome ;RNA binding ;spliceosomal complex 	IPR024598;IPR031774;IPR022755	Domain Splicing factor SF3a60 /Prp9 subunit, C-terminal;Domain SF3A3 domain;Domain Zinc finger, double-stranded RNA binding	PF11931;PF16837;PF12171	SF3a60/Prp9 C-terminal;Pre-mRNA-splicing factor SF3A3, of SF3a complex, Prp9;Zinc-finger double-stranded RNA-binding
OG0004014	23	23	GO:0006367	transcription initiation at RNA polymerase II promoter 	IPR011442;IPR004823	Domain TAF6, C-terminal HEAT repeat domain;Domain TATA box binding protein associated factor (TAF), histone-like fold domain	PF07571;PF02969	TAF6 C-terminal HEAT repeat domain;TATA box binding protein associated factor (TAF)
OG0004015	23	23	None	None	IPR028055	Domain Membrane insertase YidC/Oxa/ALB, C-terminal	PF02096	60Kd inner membrane protein
OG0004016	23	23	GO:0003677;GO:0003910;GO:0005524;GO:0006281;GO:0006310	DNA binding ;DNA ligase (ATP) activity ;ATP binding ;DNA repair ;DNA recombination 	IPR012308;IPR012310	Domain DNA ligase, ATP-dependent, N-terminal;Domain DNA ligase, ATP-dependent, central	PF04675;PF01068	DNA ligase N terminus;ATP dependent DNA ligase domain
OG0004017	23	23	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 	IPR000719	Domain Protein kinase domain	PF00069	Protein kinase domain
OG0004018	23	23	None	None	IPR023485	Domain Phosphotyrosine protein phosphatase I	PF01451	Low molecular weight phosphotyrosine protein phosphatase
OG0004019	23	23	GO:0004806;GO:0016042	triacylglycerol lipase activity ;lipid catabolic process 	IPR005152	Family Lipase, secreted	PF03583	Secretory lipase 
OG0004020	23	23	None	None	None	None	None	None
OG0004021	23	23	None	None	IPR009291	Family Vacuolar protein sorting-associated protein 62	PF06101	Vacuolar protein sorting-associated protein 62
OG0004022	23	23	None	None	IPR019481	Domain Transcription factor TFIIIC, triple barrel domain	PF10419	TFIIIC subunit triple barrel domain
OG0004023	23	23	GO:0005525	GTP binding 	IPR006762	Family Gtr1/RagA G protein	PF04670	Gtr1/RagA G protein conserved region
OG0004024	23	23	GO:0005515	protein binding 	IPR001012;IPR012989	Domain UBX domain;Domain SEP domain	PF00789;PF14555;PF08059	UBX domain;UBA-like domain;SEP domain
OG0004025	23	23	None	None	None	None	None	None
OG0004026	23	23	GO:0004553;GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds ;carbohydrate metabolic process 	IPR025887;IPR000322;IPR033403	Domain Glycoside hydrolase family 31, N-terminal domain;Domain Glycoside hydrolase family 31, TIM barrel domain;Domain Domain of unknown function DUF5110	PF13802;PF01055;PF17137	Glycosyl hydrolase 31 N-terminal galactose mutarotase-like domain;Glycosyl hydrolases family 31 TIM-barrel domain;Domain of unknown function (DUF5110)
OG0004027	23	23	None	None	IPR034907	Domain Nucleoside diphosphate kinase-like domain	PF00334	Nucleoside diphosphate kinase
OG0004028	23	23	None	None	IPR018811	Family MIOREX complex component 11	PF10306	Hypothetical protein FLILHELTA
OG0004029	23	23	None	None	None	None	None	None
OG0004030	23	23	GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors 	IPR000701	Family Succinate dehydrogenase/fumarate reductase type B, transmembrane subunit	PF01127	Succinate dehydrogenase/Fumarate reductase transmembrane subunit
OG0004031	23	23	GO:0000105	L-histidine biosynthetic process 	IPR006062;IPR017926	Family Histidine biosynthesis protein;Domain Glutamine amidotransferase	PF00977;PF00117	Histidine biosynthesis protein;Glutamine amidotransferase class-I
OG0004032	23	23	GO:0008073	ornithine decarboxylase inhibitor activity 	IPR002993	Family Ornithine decarboxylase antizyme	PF02100	Ornithine decarboxylase antizyme
OG0004033	23	23	None	None	IPR004910	Domain Yippee/Mis18/Cereblon	PF03226	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly
OG0004034	23	23	GO:0016787	hydrolase activity 	IPR002933;IPR011650	Family Peptidase M20;Domain Peptidase M20, dimerisation domain	PF01546;PF07687	Peptidase family M20/M25/M40;Peptidase dimerisation domain
OG0004035	23	23	None	None	None	None	None	None
OG0004036	23	23	None	None	IPR007065	Family HPP	PF04982	HPP family
OG0004037	23	23	GO:0005506;GO:0008610;GO:0016491	iron ion binding ;lipid biosynthetic process ;oxidoreductase activity 	IPR006694	Domain Fatty acid hydroxylase	PF04116	Fatty acid hydroxylase
OG0004038	23	23	None	None	IPR018559	Family Protein of unknown function DUF2015	PF09435	Fungal protein of unknown function (DUF2015)
OG0004039	23	23	GO:0016616;GO:0016491	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor ;oxidoreductase activity 	IPR022383;IPR001236	Domain Lactate/malate dehydrogenase, C-terminal;Domain Lactate/malate dehydrogenase, N-terminal	PF02866;PF00056	lactate/malate dehydrogenase, alpha/beta C-terminal domain;lactate/malate dehydrogenase, NAD binding domain
OG0004040	23	23	None	None	IPR007194	Family Transport protein particle (TRAPP) component	PF04051	Transport protein particle (TRAPP) component
OG0004041	23	23	GO:0008270	zinc ion binding 	IPR023321;IPR004181	Domain PINIT domain;Domain Zinc finger, MIZ-type	PF14324;PF02891	PINIT domain;MIZ/SP-RING zinc finger
OG0004042	23	23	None	None	IPR019434	Domain Domain of unknown function DUF2423	PF10338	YBL028C ribosome biogenesis factor, N-terminal domain
OG0004043	23	23	None	None	None	None	None	None
OG0004044	23	23	GO:0004612;GO:0005524;GO:0006094	phosphoenolpyruvate carboxykinase (ATP) activity ;ATP binding ;gluconeogenesis 	IPR001272	Family Phosphoenolpyruvate carboxykinase, ATP-utilising	PF01293	Phosphoenolpyruvate carboxykinase
OG0004045	23	23	GO:0005509	calcium ion binding 	IPR002048	Domain EF-hand domain	PF13499	EF-hand domain pair
OG0004046	23	23	None	None	IPR015158	Domain Bud22 domain	PF09073	BUD22
OG0004047	23	23	GO:0003723	RNA binding 	IPR000504	Domain RNA recognition motif domain	PF00076	RNA recognition motif
OG0004048	23	23	None	None	None	None	None	None
OG0004049	23	23	None	None	IPR019410	Family Lysine methyltransferase	PF10294	Lysine methyltransferase
OG0004050	23	23	None	None	None	None	PF03656	Pam16
OG0004051	23	23	None	None	None	None	None	None
OG0004052	23	23	None	None	IPR000408	Repeat Regulator of chromosome condensation, RCC1	PF13540;PF00415	Regulator of chromosome condensation (RCC1) repeat;Regulator of chromosome condensation (RCC1) repeat
OG0004053	23	23	GO:0016491	oxidoreductase activity 	IPR006076	Domain FAD dependent oxidoreductase	PF01266	FAD dependent oxidoreductase
OG0004054	23	23	None	None	None	None	None	None
OG0004055	23	23	GO:0036211	protein modification process 	IPR019197;IPR004143	Domain Biotin-protein ligase, N-terminal;Domain Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL), catalytic domain	PF09825;PF03099	Biotin-protein ligase, N terminal;Biotin/lipoate A/B protein ligase family
OG0004056	23	23	GO:0000002;GO:0000262;GO:0003697;GO:0006281	mitochondrial genome maintenance ;mitochondrial chromosome ;single-stranded DNA binding ;DNA repair 	IPR009446	Family Mitochondrial genome maintenance protein Mgm101	PF06420	Mitochondrial genome maintenance MGM101
OG0004057	23	23	None	None	IPR004345	Family TB2/DP1/HVA22-related protein	PF03134	TB2/DP1, HVA22 family
OG0004058	23	23	GO:0005524;GO:0016020;GO:0055085;GO:0140359	ATP binding ;membrane ;transmembrane transport ;ABC-type transporter activity 	IPR003439;IPR011527	Domain ABC transporter-like, ATP-binding domain;Domain ABC transporter type 1, transmembrane domain	PF00005;PF00664	ABC transporter;ABC transporter transmembrane region
OG0004059	23	23	None	None	IPR008551	Family Transport and Golgi organisation protein 2	PF05742	Transport and Golgi organisation 2
OG0004060	23	23	GO:0000439;GO:0001671;GO:0006289	transcription factor TFIIH core complex ;ATPase activator activity ;nucleotide-excision repair 	IPR040662;IPR004598	Domain Transcription factor Tfb2, C-terminal domain;Family Transcription factor TFIIH subunit p52/Tfb2	PF18307;PF03849	Transcription factor Tfb2 (p52) C-terminal domain;Transcription factor Tfb2
OG0004061	23	23	None	None	IPR006683	Domain Thioesterase domain	PF03061	Thioesterase superfamily
OG0004062	23	22	None	None	None	None	None	None
OG0004063	23	23	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
