FamilyID	TaxonID	Count	Change	Pvalue	GO_domain_ids	GO_domain_description	IPR_domain_ids	IPR_domain_description	Pfam_domain_ids	Pfam_domain_description
OG0008961	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 	IPR001138	Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0008966	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	None	None
OG0009031	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	None	None
OG0009063	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	IPR007111	Domain NACHT nucleoside triphosphatase	PF05729	NACHT domain
OG0009086	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0009088	Sporothrix_schenckii_1099	0	-1	0.0143313	GO:0005515	protein binding 	IPR001810	Domain F-box domain	PF12937	F-box-like
OG0009108	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0009130	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	None	None
OG0009131	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	None	None
OG0009175	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0009226	Sporothrix_schenckii_1099	0	-1	0.0143313	GO:0004497;GO:0005506;GO:0016705;GO:0020037	monooxygenase activity ;iron ion binding ;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ;heme binding 	IPR001128	Family Cytochrome P450	PF00067	Cytochrome P450
OG0009259	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	None	None
OG0009260	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0008270	zinc ion binding 	IPR002867	Domain IBR domain	PF01485	IBR domain, a half RING-finger domain
OG0009265	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	None	None
OG0009397	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0009404	Sporothrix_schenckii_1099	0	-1	0.0143313	GO:0006508;GO:0008234	proteolysis ;cysteine-type peptidase activity 	IPR003653	Domain Ulp1 protease family, C-terminal catalytic domain	PF02902	Ulp1 protease family, C-terminal catalytic domain
OG0009418	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0009419	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0009421	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0009445	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	IPR018392	Domain LysM domain	PF01476	LysM domain
OG0009451	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0004222;GO:0006508	metalloendopeptidase activity ;proteolysis 	IPR001567	Domain Peptidase M3A/M3B catalytic domain	PF01432	Peptidase family M3
OG0009452	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0009559	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	IPR013658	Domain SMP-30/Gluconolactonase/LRE-like region	PF08450	SMP-30/Gluconolactonase/LRE-like region
OG0009585	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 	IPR000719	Domain Protein kinase domain	PF00069	Protein kinase domain
OG0009621	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0009627	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0009641	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0009780	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0009827	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	None	None
OG0009832	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	IPR013096	Domain Cupin 2, conserved barrel	PF07883	Cupin domain
OG0009833	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	IPR013154	Domain Alcohol dehydrogenase-like, N-terminal	PF08240;PF13602	Alcohol dehydrogenase GroES-like domain;Zinc-binding dehydrogenase
OG0009845	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0009846	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	IPR002575	Domain Aminoglycoside phosphotransferase	PF01636	Phosphotransferase enzyme family
OG0009851	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	IPR013968;IPR009081	Domain Polyketide synthase, ketoreductase domain;Domain Phosphopantetheine binding ACP domain	PF08659;PF00550	KR domain;Phosphopantetheine attachment site
OG0009853	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0009855	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0009880	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0016020;GO:0030001;GO:0046873;GO:0055085	membrane ;metal ion transport ;metal ion transmembrane transporter activity ;transmembrane transport 	IPR002523	Family Mg2+ transporter protein, CorA-like/Zinc transport protein ZntB	PF01544	CorA-like Mg2+ transporter protein
OG0009907	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	IPR013189;IPR013148	Domain Glycosyl hydrolase family 32, C-terminal;Domain Glycosyl hydrolase family 32, N-terminal	PF08244;PF00251	Glycosyl hydrolases family 32 C terminal;Glycosyl hydrolases family 32 N-terminal domain
OG0010008	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	IPR002575	Domain Aminoglycoside phosphotransferase	PF01636	Phosphotransferase enzyme family
OG0010050	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0010051	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0010065	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0016787	hydrolase activity 	IPR002933;IPR011650	Family Peptidase M20;Domain Peptidase M20, dimerisation domain	PF01546;PF07687	Peptidase family M20/M25/M40;Peptidase dimerisation domain
OG0010088	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0010095	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	IPR004147	Domain ABC1 atypical kinase-like domain	PF03109	ABC1 atypical kinase-like domain
OG0010106	Sporothrix_schenckii_1099	0	-1	0.0143313	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0010133	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	None	None
OG0010273	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0006777	Mo-molybdopterin cofactor biosynthetic process 	IPR002820	Domain Molybdopterin cofactor biosynthesis C (MoaC) domain	PF01967	MoaC family
OG0010313	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	None	None
OG0010408	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0010423	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	IPR001030	Domain Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain	PF00330	Aconitase family (aconitate hydratase)
OG0010441	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0043531	ADP binding 	IPR002182	Domain NB-ARC	PF00931;PF13424	NB-ARC domain;Tetratricopeptide repeat
OG0010568	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	None	None
OG0010582	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0010583	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0016829	lyase activity 	IPR002220	Family DapA-like	PF00701	Dihydrodipicolinate synthetase family
OG0010822	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	PF12874	Zinc-finger of C2H2 type
OG0010823	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0005524;GO:0015986	ATP binding ;proton motive force-driven ATP synthesis 	IPR000194;IPR000793	Domain ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain;Domain ATP synthase, alpha subunit, C-terminal	PF00006;PF00306	ATP synthase alpha/beta family, nucleotide-binding domain;ATP synthase alpha/beta chain, C terminal domain
OG0010848	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0010883	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0010890	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0010905	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0000001	Sporothrix_schenckii_1099	4	1	0.0144204	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR010573	Family Major facilitator transporter Str1/Tri12-like	PF06609	Fungal trichothecene efflux pump (TRI12)
OG0000102	Sporothrix_schenckii_1099	4	1	0.0144204	GO:0005515	protein binding 	IPR031359;IPR002110	Domain NWD NACHT-NTPase, N-terminal;Repeat Ankyrin repeat	PF17100;PF12796	N-terminal domain of NWD NACHT-NTPase;Ankyrin repeats (3 copies)
OG0000164	35	0	-1	0.0159873	None	None	None	None	None	None
OG0007363	35	0	-1	0.0159873	GO:0005975;GO:0006508;GO:0008236	carbohydrate metabolic process ;proteolysis ;serine-type peptidase activity 	IPR001223;IPR000209	Domain Glycoside hydrolase family 18, catalytic domain;Domain Peptidase S8/S53 domain	PF00704;PF00082	Glycosyl hydrolases family 18;Subtilase family
OG0007399	35	0	-1	0.0159873	None	None	None	None	None	None
OG0008227	35	0	-1	0.0159873	GO:0004497;GO:0005506;GO:0016705;GO:0020037	monooxygenase activity ;iron ion binding ;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ;heme binding 	IPR001128	Family Cytochrome P450	PF00067	Cytochrome P450
OG0008357	35	0	-1	0.0159873	None	None	IPR001841	Domain Zinc finger, RING-type	PF13639	Ring finger domain
OG0008388	35	0	-1	0.0159873	GO:0005524;GO:0016020;GO:0055085;GO:0140359	ATP binding ;membrane ;transmembrane transport ;ABC-type transporter activity 	IPR003439;IPR011527	Domain ABC transporter-like, ATP-binding domain;Domain ABC transporter type 1, transmembrane domain	PF00005;PF00664	ABC transporter;ABC transporter transmembrane region
OG0008516	35	0	-1	0.0159873	None	None	None	None	None	None
OG0008528	35	0	-1	0.0159873	None	None	None	None	None	None
OG0008616	35	0	-1	0.0159873	GO:0004497;GO:0005506;GO:0016705;GO:0020037	monooxygenase activity ;iron ion binding ;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ;heme binding 	IPR001128	Family Cytochrome P450	PF00067	Cytochrome P450
OG0009302	35	0	-1	0.0159873	None	None	None	None	None	None
OG0009356	35	0	-1	0.0159873	None	None	None	None	None	None
OG0009368	35	0	-1	0.0159873	GO:0003723;GO:0004000;GO:0006396	RNA binding ;adenosine deaminase activity ;RNA processing 	IPR002466	Domain Adenosine deaminase/editase	PF02137	Adenosine-deaminase (editase) domain
OG0009428	35	0	-1	0.0159873	GO:0007008	outer mitochondrial membrane organization 	IPR035195	Family ERMES regulator 1	PF17237	ERMES regulator 1
OG0009440	35	0	-1	0.0159873	None	None	IPR046541	Domain Domain of unknown function DUF6606	PF20255	Family of unknown function (DUF6606)
OG0009479	35	0	-1	0.0159873	GO:0005750;GO:0006122	N/A;mitochondrial electron transport, ubiquinol to cytochrome c 	IPR008027	Family Cytochrome b-c1 complex subunit 9	PF05365	Ubiquinol-cytochrome C reductase, UQCRX/QCR9 like
OG0009485	35	0	-1	0.0159873	None	None	IPR046670	Family Protein of unknown function DUF6540	PF20174	Family of unknown function (DUF6540)
OG0009656	35	0	-1	0.0159873	None	None	IPR002575	Domain Aminoglycoside phosphotransferase	PF01636	Phosphotransferase enzyme family
OG0009747	35	0	-1	0.0159873	None	None	None	None	None	None
OG0009752	35	0	-1	0.0159873	None	None	IPR018700	Family Protein of unknown function DUF2204	PF09970	Nucleotidyl transferase of unknown function (DUF2204)
OG0009820	35	0	-1	0.0159873	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 	IPR000719	Domain Protein kinase domain	PF00069	Protein kinase domain
OG0009823	35	0	-1	0.0159873	None	None	None	None	None	None
OG0009984	35	0	-1	0.0159873	None	None	None	None	None	None
OG0010123	35	0	-1	0.0159873	None	None	None	None	None	None
OG0010125	35	0	-1	0.0159873	None	None	None	None	None	None
OG0010363	35	0	-1	0.0159873	None	None	IPR018996	Domain Man1/Src1-like, C-terminal	PF09402	Man1-Src1p-C-terminal domain
OG0010421	35	0	-1	0.0159873	None	None	None	None	None	None
OG0010424	35	0	-1	0.0159873	GO:0005515	protein binding 	IPR002110	Repeat Ankyrin repeat	PF12796;PF13606	Ankyrin repeats (3 copies);Ankyrin repeat
OG0010426	35	0	-1	0.0159873	None	None	IPR002575	Domain Aminoglycoside phosphotransferase	PF01636	Phosphotransferase enzyme family
OG0010429	35	0	-1	0.0159873	None	None	None	None	None	None
OG0011278	35	0	-1	0.0159873	None	None	None	None	None	None
OG0011341	35	0	-1	0.0159873	None	None	IPR000086	Domain NUDIX hydrolase domain	PF00293	NUDIX domain
OG0000176	Sporothrix_luriei_CBS93772	2	1	0.0170796	None	None	None	None	None	None
OG0000184	Sporothrix_luriei_CBS93772	2	1	0.0170796	None	None	None	None	None	None
OG0000206	Sporothrix_luriei_CBS93772	2	1	0.0170796	None	None	None	None	None	None
OG0000282	Sporothrix_luriei_CBS93772	2	1	0.0170796	None	None	None	None	None	None
OG0006153	Sporothrix_luriei_CBS93772	2	1	0.0170796	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0006642	Sporothrix_luriei_CBS93772	2	1	0.0170796	None	None	None	None	None	None
OG0006856	Sporothrix_luriei_CBS93772	2	1	0.0170796	None	None	None	None	None	None
OG0007126	Sporothrix_luriei_CBS93772	2	1	0.0170796	None	None	None	None	None	None
OG0007510	Sporothrix_luriei_CBS93772	2	1	0.0170796	GO:0005524;GO:0016020;GO:0055085;GO:0140359	ATP binding ;membrane ;transmembrane transport ;ABC-type transporter activity 	IPR003439;IPR011527	Domain ABC transporter-like, ATP-binding domain;Domain ABC transporter type 1, transmembrane domain	PF00005;PF00664	ABC transporter;ABC transporter transmembrane region
OG0007618	Sporothrix_luriei_CBS93772	2	1	0.0170796	None	None	None	None	None	None
OG0007619	Sporothrix_luriei_CBS93772	2	1	0.0170796	None	None	None	None	None	None
OG0007667	Sporothrix_luriei_CBS93772	2	1	0.0170796	None	None	IPR010730	Domain Heterokaryon incompatibility	PF06985	Heterokaryon incompatibility protein (HET)
OG0008071	Sporothrix_luriei_CBS93772	2	1	0.0170796	GO:0035673	oligopeptide transmembrane transporter activity 	IPR004813	Family Oligopeptide transporter, OPT superfamily	PF03169	OPT oligopeptide transporter protein
OG0008092	Sporothrix_luriei_CBS93772	2	1	0.0170796	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 	IPR000719	Domain Protein kinase domain	PF00069	Protein kinase domain
OG0008728	Sporothrix_luriei_CBS93772	2	1	0.0170796	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 	IPR000719	Domain Protein kinase domain	PF00069	Protein kinase domain
OG0008783	Sporothrix_luriei_CBS93772	2	1	0.0170796	None	None	IPR005301	Family MOB kinase activator family	PF03637	Mob1/phocein family
OG0009404	Sporothrix_luriei_CBS93772	2	1	0.0170796	GO:0006508;GO:0008234	proteolysis ;cysteine-type peptidase activity 	IPR003653	Domain Ulp1 protease family, C-terminal catalytic domain	PF02902	Ulp1 protease family, C-terminal catalytic domain
OG0000072	36	0	-1	0.0200999	GO:0016491	oxidoreductase activity 	IPR006076	Domain FAD dependent oxidoreductase	PF01266	FAD dependent oxidoreductase
OG0000073	36	0	-1	0.0200999	None	None	IPR011118	Family Tannase/feruloyl esterase	PF07519	Tannase and feruloyl esterase
OG0000131	36	0	-1	0.0200999	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0000185	36	0	-1	0.0200999	GO:0050660;GO:0003824	flavin adenine dinucleotide binding ;catalytic activity 	IPR006094;IPR004113	Domain FAD linked oxidase, N-terminal;Domain FAD-binding oxidoreductase/transferase, type 4, C-terminal	PF01565;PF02913	FAD binding domain ;FAD linked oxidases, C-terminal domain
OG0000205	36	0	-1	0.0200999	GO:0016491	oxidoreductase activity 	IPR015590	Domain Aldehyde dehydrogenase domain	PF00171	Aldehyde dehydrogenase family
OG0000208	36	0	-1	0.0200999	GO:0004061;GO:0019441	arylformamidase activity ;tryptophan catabolic process to kynurenine 	IPR007325	Family Kynurenine formamidase/cyclase-like	PF04199	Putative cyclase
OG0000209	36	0	-1	0.0200999	None	None	IPR000560	Family Histidine phosphatase superfamily, clade-2	PF00328	Histidine phosphatase superfamily (branch 2)
OG0000229	36	0	-1	0.0200999	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0000251	36	0	-1	0.0200999	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0000278	36	0	-1	0.0200999	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR010573	Family Major facilitator transporter Str1/Tri12-like	PF06609	Fungal trichothecene efflux pump (TRI12)
OG0000280	36	0	-1	0.0200999	None	None	IPR013096	Domain Cupin 2, conserved barrel	PF07883	Cupin domain
OG0000310	36	0	-1	0.0200999	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0000317	36	0	-1	0.0200999	GO:0016627;GO:0050660	oxidoreductase activity, acting on the CH-CH group of donors ;flavin adenine dinucleotide binding 	IPR009075;IPR013786;IPR006091	Domain Acyl-CoA dehydrogenase/oxidase, C-terminal;Domain Acyl-CoA dehydrogenase/oxidase, N-terminal;Domain Acyl-CoA oxidase/dehydrogenase, middle domain	PF00441;PF02771;PF02770	Acyl-CoA dehydrogenase, C-terminal domain;Acyl-CoA dehydrogenase, N-terminal domain;Acyl-CoA dehydrogenase, middle domain
OG0000348	36	0	-1	0.0200999	GO:0016616;GO:0046872;GO:0051287	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor ;metal ion binding ;NAD binding 	IPR012131	Family Histidinol dehydrogenase	PF00815	Histidinol dehydrogenase
OG0000414	36	0	-1	0.0200999	GO:0008270;GO:0003677;GO:0006351;GO:0000981;GO:0006355	zinc ion binding ;DNA binding ;DNA-templated transcription ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0000787	36	0	-1	0.0200999	None	None	IPR000873;IPR025110	Domain AMP-dependent synthetase/ligase domain;Domain AMP-binding enzyme, C-terminal domain	PF00501;PF13193	AMP-binding enzyme;AMP-binding enzyme C-terminal domain
OG0000864	36	0	-1	0.0200999	None	None	IPR001466	Domain Beta-lactamase-related	PF00144	Beta-lactamase
OG0003557	36	0	-1	0.0200999	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR010573	Family Major facilitator transporter Str1/Tri12-like	PF06609	Fungal trichothecene efflux pump (TRI12)
OG0005098	36	0	-1	0.0200999	None	None	IPR001279	Domain Metallo-beta-lactamase	PF00753	Metallo-beta-lactamase superfamily
OG0005099	36	0	-1	0.0200999	None	None	IPR013149;IPR013154	Domain Alcohol dehydrogenase-like, C-terminal;Domain Alcohol dehydrogenase-like, N-terminal	PF00107;PF08240	Zinc-binding dehydrogenase;Alcohol dehydrogenase GroES-like domain
OG0005335	36	0	-1	0.0200999	None	None	None	None	None	None
OG0005537	36	0	-1	0.0200999	None	None	IPR002018	Domain Carboxylesterase, type B	PF00135	Carboxylesterase family
OG0005896	36	0	-1	0.0200999	None	None	IPR013830	Domain SGNH hydrolase-type esterase domain	PF13472	GDSL-like Lipase/Acylhydrolase family
OG0006169	36	0	-1	0.0200999	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0006605	36	0	-1	0.0200999	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0006698	36	0	-1	0.0200999	None	None	None	None	None	None
OG0006703	36	0	-1	0.0200999	GO:0035673	oligopeptide transmembrane transporter activity 	IPR004813	Family Oligopeptide transporter, OPT superfamily	PF03169	OPT oligopeptide transporter protein
OG0006841	36	0	-1	0.0200999	None	None	IPR007111	Domain NACHT nucleoside triphosphatase	PF05729	NACHT domain
OG0007251	36	0	-1	0.0200999	GO:0008270;GO:0003677;GO:0006351;GO:0000981;GO:0006355	zinc ion binding ;DNA binding ;DNA-templated transcription ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0007269	36	0	-1	0.0200999	None	None	None	None	PF13561	Enoyl-(Acyl carrier protein) reductase
OG0007408	36	0	-1	0.0200999	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0007423	36	0	-1	0.0200999	GO:0016787	hydrolase activity 	IPR013094	Domain Alpha/beta hydrolase fold-3	PF07859	alpha/beta hydrolase fold
OG0007574	36	0	-1	0.0200999	None	None	None	None	None	None
OG0007668	36	0	-1	0.0200999	None	None	None	None	None	None
OG0007701	36	0	-1	0.0200999	None	None	IPR007138	Domain Antibiotic biosynthesis monooxygenase domain	PF03992	Antibiotic biosynthesis monooxygenase
OG0007715	36	0	-1	0.0200999	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR001248	Family Purine-cytosine permease	PF02133	Permease for cytosine/purines, uracil, thiamine, allantoin
OG0007775	36	0	-1	0.0200999	None	None	None	None	None	None
OG0007848	36	0	-1	0.0200999	None	None	None	None	None	None
OG0007875	36	0	-1	0.0200999	None	None	IPR007400	Family PrpF-like	PF04303	PrpF protein
OG0007879	36	0	-1	0.0200999	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0007953	36	0	-1	0.0200999	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0007965	36	0	-1	0.0200999	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR010573	Family Major facilitator transporter Str1/Tri12-like	PF06609	Fungal trichothecene efflux pump (TRI12)
OG0008027	36	0	-1	0.0200999	None	None	IPR002018	Domain Carboxylesterase, type B	PF00135	Carboxylesterase family
OG0008033	36	0	-1	0.0200999	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0008038	36	0	-1	0.0200999	None	None	None	None	None	None
OG0008040	36	0	-1	0.0200999	GO:0005515	protein binding 	IPR002110	Repeat Ankyrin repeat	PF12796;PF00023	Ankyrin repeats (3 copies);Ankyrin repeat
OG0008061	36	0	-1	0.0200999	None	None	IPR005474;IPR005475;IPR033248	Domain Transketolase, N-terminal;Domain Transketolase-like, pyrimidine-binding domain;Domain Transketolase, C-terminal domain	PF00456;PF02779;PF02780	Transketolase, thiamine diphosphate binding domain;Transketolase, pyrimidine binding domain;Transketolase, C-terminal domain
OG0008065	36	0	-1	0.0200999	None	None	IPR000073;IPR013595	Domain Alpha/beta hydrolase fold-1;Domain Peptidase S33 tripeptidyl aminopeptidase-like, C-terminal	PF00561;PF08386	alpha/beta hydrolase fold;TAP-like protein
OG0008071	36	0	-1	0.0200999	GO:0035673	oligopeptide transmembrane transporter activity 	IPR004813	Family Oligopeptide transporter, OPT superfamily	PF03169	OPT oligopeptide transporter protein
OG0008081	36	0	-1	0.0200999	None	None	IPR044861;IPR026992	Domain Isopenicillin N synthase-like, Fe(2+) 2OG dioxygenase domain;Domain Non-haem dioxygenase N-terminal domain	PF03171;PF14226	2OG-Fe(II) oxygenase superfamily;non-haem dioxygenase in morphine synthesis N-terminal
OG0008112	36	0	-1	0.0200999	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0008131	36	0	-1	0.0200999	GO:0005524;GO:0016301;GO:0016310;GO:0016772	ATP binding ;kinase activity ;phosphorylation ;transferase activity, transferring phosphorus-containing groups 	IPR008279;IPR002192	Domain PEP-utilising enzyme, mobile domain;Domain Pyruvate phosphate dikinase, AMP/ATP-binding	PF00391;PF01326	PEP-utilising enzyme, mobile domain;Pyruvate phosphate dikinase, AMP/ATP-binding domain
OG0008146	36	0	-1	0.0200999	None	None	IPR013149;IPR013154	Domain Alcohol dehydrogenase-like, C-terminal;Domain Alcohol dehydrogenase-like, N-terminal	PF00107;PF08240	Zinc-binding dehydrogenase;Alcohol dehydrogenase GroES-like domain
OG0008191	36	0	-1	0.0200999	GO:0003824	catalytic activity 	IPR011234	Domain Fumarylacetoacetase-like, C-terminal	PF01557	Fumarylacetoacetate (FAA) hydrolase family
OG0008223	36	0	-1	0.0200999	None	None	IPR002347	Family Short-chain dehydrogenase/reductase SDR	PF00106	short chain dehydrogenase
OG0008293	36	0	-1	0.0200999	GO:0005956;GO:0019887	protein kinase CK2 complex ;protein kinase regulator activity 	IPR000704	Family Casein kinase II, regulatory subunit	PF01214	Casein kinase II regulatory subunit
